id,section_id,days,times,locations,instructors,term,title,number,code,name
2456,349513100,{M},{2pm-4:50pm},"{""Rolfe Hall 3129""}","{""Rodriguez, J.N.""}",20W,Topics in Early Modern Studies: Conquest and Colonization of Latin America: Character Types and Literary Representations,135,SPAN,Spanish
2565,439048210,{TR},{12pm-1:50pm},"{""Boelter Hall 3400""}","{""Chen, X.""}",20W,Logic Design of Digital Systems,M16,EC ENGR,Electrical and Computer Engineering
5305,677576274,"{""Not scheduled""}","{""""}","{""""}","{""Poe, G.R.""}",20W,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
476,678558200,"{""Not scheduled""}","{""""}","{""""}","{""Hankinson, O.""}",20W,Research Topics in Molecular Toxicology: Molecular Carcinogenesis,296B,MOL TOX,Molecular Toxicology
2371,221289200,{M},{2pm-4:50pm},"{""Haines Hall A78""}","{""Iafolla, R.J."",""Hudson, P.J.""}",20W,Introduction to Historical Practice: Inquisition: Power and Faith in Middle Ages,96W,HIST,History
2500,269865211,"{""Not scheduled""}","{""""}","{""""}","{""Hirsch, A.M.""}",20W,"Research Group Seminars: Molecular, Cell, and Developmental Biology",194A,MCD BIO,"Molecular, Cell, and Developmental Biology"
1183,434870202,{Varies},"{""""}","{""""}","{""Leaf, D.A.""}",20W,Community or Corporate Internships in Music Industry and Technology,195,MSC IND,Music Industry
2907,194012213,{TR},{3:30pm-4:45pm},"{""Public Affairs Building 2284""}","{""Vincent, D.O.""}",20W,"English Composition, Rhetoric, and Language",3D,ENGCOMP,English Composition
4039,142381200,{MWF},{12pm-12:50pm},"{""Young Hall 2200""}","{""Bruinsma, R.F.""}",20W,Physical Chemistry: Introduction to Quantum Mechanics,113A,CHEM,Chemistry and Biochemistry
5332,262564020,{MWF},{11am-11:50am},"{""Geology Building 6704""}","{""Jamneshan, A.""}",20W,Applied Numerical Methods,151A,MATH,Mathematics
1688,405492200,{MW},{5pm-6:50pm},"{""Public Affairs Building 2214""}","{""Gonzalez, O.O.""}",20W,Chicana Feminism,CM132A,GENDER,Gender Studies
3546,356611211,{Varies},"{""""}","{""""}","{""Hackett, M.J."",""Vallejo, M.A.""}",20W,Theater Production and Performance: Theater Production Cast - Lydia,150,THEATER,Theater
878,580229200,{R},{12pm-12:50pm},"{""Bunche Hall 9383""}","{""Sheng, S.""}",20W,Proseminar: Econometrics,238B,ECON,Economics
490,194501001,{MW},{10am-11:50am},"{""Renee and David Kaplan Hall A66""}","{""West, A.I.""}",20W,Professional Writing: Nonprofits and Public Engagement,130D,ENGCOMP,English Composition
44,429846201,{R},{3pm-5:50pm},"{""Haines Hall A24""}","{""Farzanegan, M.""}",20W,"Variable Topics Senior Research Seminar: Global Health: Health, Equity, and Social Justice for Most Marginalized Groups: Global Perspective",191,GLB HLT,Global Health
2410,215005202,"{MWF,Varies}","{12pm-12:50pm,""""}","{""Haines Hall A20"",""""}","{""Ziehl, K."",""Tarnawska Senel, M""}",20W,Elementary German,1,GERMAN,German
5265,221740200,{TR},{9:30am-10:45am},"{""Public Affairs Building 2214""}","{""Moore-Sheeley, K.J""}",20W,Variable Topics in History of Medicine: History of Global Health Technologies,179A,HIST,History
2911,318374200,{MWF},{12pm-12:50pm},"{""Physics and Astronomy Building 1434A""}","{""Zocchi, G.""}",20W,Quantum Mechanics,115B,PHYSICS,Physics
1100,328426200,{MW},{2pm-3:15pm},"{""Fowler Museum at UCLA A103B""}","{""Goff, B.S.""}",20W,Developmental Psychology,130,PSYCH,Psychology
2240,145321202,{WF},{11am-1:50pm},"{""Young Hall 3336""}","{""Freise, A.C."",""Kapinos, A.P."",""Moberg Parker, J.P""}",20W,Advanced Research Analysis in Virology,103BL,MIMG,"Microbiology, Immunology, and Molecular Genetics"
3046,328449200,{TR},{9:30am-10:45am},"{""Franz Hall 1178""}","{""Monti, M.M.""}",20W,Cognitive Psychology,120A,PSYCH,Psychology
130,215020200,"{MWF,Varies}","{11am-11:50am,""""}","{""Bunche Hall A152"",""""}","{""Fuchs, R.T.""}",20W,Intermediate German,4,GERMAN,German
5013,430678200,{W},{6:30pm-9:20pm},"{""Schoenberg Music Building 1842""}","{""Adler, S.I.""}",20W,Advanced World Music Performance Organizations: Music of Thailand,161M,ETHNMUS,Ethnomusicology
1359,431817200,"{MW,MW}","{3pm-4:50pm,3pm-4:50pm}","{""Schoenberg Music Building 1325"",""Schoenberg Music Building B686""}","{""Bass, J."",""Balfour, D.J."",""Brown, R.R."",""Mchugh, J.""}",20W,Chamber Singers,C185B,MUSC,Music
2530759,387837201,{Varies},"{""""}","{""""}","{""Lu, Q.""}",20W,Honors Contracts,189HC,PHYSCI,Physiological Science
1704,831630200,{Varies},"{""""}","{""""}","{""Kaplan, D.""}",20W,New Music Forum,401,MUSC,Music
943,430260200,{M},{3pm-5:50pm},"{""Schoenberg Music Building 1439""}","{""Guzman, J.A.""}",20W,World Music Performance Organizations: Music of Mexico,91K,ETHNMUS,Ethnomusicology
2445233,128886207,{Varies},"{""""}","{""""}","{""Kraft, N.J.""}",20W,Honors Research in Ecology and Evolutionary Biology,198B,EE BIOL,Ecology and Evolutionary Biology
3218964,207882202,{Varies},"{""""}","{""""}","{""Raphael, M.N.""}",20W,Honors Research in Geography I,198A,GEOG,Geography
1343,387852201,"{""Not scheduled""}","{""""}","{""""}","{""Friscia, A.R.""}",20W,Practicum in Systems Anatomy for Undergraduate Assistants,192,PHYSCI,Physiological Science
1317,261444200,"{W,F}","{2pm-3:15pm,2pm-3:15pm}","{""Royce Hall 190"",""Royce Hall 190""}","{""Simonds, R.S."",""Iwasaki, S.""}",20W,Language and Culture of Ryukyu/Okinawa,124,JAPAN,Japanese
915,221405200,{TR},{3:30pm-4:45pm},"{""Broad Art Center 2100A""}","{""Ford, C.C.""}",20W,"History of France: Making of Modern France, 1871 to Present",124C,HIST,History
5222,511507201,{T},{1pm-3:50pm},"{""Haines Hall 310""}","{""Throop, C.J.""}",20W,Selected Topics in Social Anthropology: Critical Phenomenology,249,ANTHRO,Anthropology
620,237529200,{TR},{11am-12:15pm},"{""Haines Hall A20""}","{""Ciavolella, M.""}",20W,Italian Novella from Boccaccio to Basile in Translation,140,ITALIAN,Italian
4979,431579201,{Varies},"{""""}","{""""}","{""Manouelian, V.H.""}",20W,Advanced Instrumental Studio: Violin,160K,MUSC,Music
3273,663797200,"{""Not scheduled""}","{""""}","{""""}","{""Wu, Y.""}",20W,MAS Thesis Research,498,STATS,Statistics
2315,809397200,{F},{3pm-4:50pm},"{""Public Health, School of 41235""}","{""Wells, K.B."",""Mahajan, A.P.""}",20W,Community-Based Participatory Health Research: Methods and Applications,266B,HLT POL,Health Policy and Management
4791,180346200,{TR},{11am-12:15pm},"{""Broad Art Center 2160E""}","{""Santos Da Silveira""}",20W,Microeconomic Theory,101,ECON,Economics
1564,514607202,{W},{12pm-1:30pm},"{""Perloff Hall 1220""}","{""Denari, N.M.""}",20W,Research Studio,403B,ARCH&UD,Architecture and Urban Design
3505,839060200,{TR},{4pm-5:50pm},"{""Boelter Hall 8500""}","{""Razavi, B.""}",20W,Analysis and Design of RF Circuits and Systems,215C,EC ENGR,Electrical and Computer Engineering
103892,660334201,{S},{11am-5:30pm},"{""Entrepreneurs Hall C301""}","{""Zeithammer, R.""}",20W,Customer Assessment and Analytics,260A,MGMT,Management
5149,831408205,{Varies},"{""""}","{""""}","{""Krouse, I.""}",20W,Graduate Composition Studio,266,MUSC,Music
381,660353201,{T},{4:10pm-7pm},"{""Gold Hall B313""}","{""Drolet Rossi, A.""}",20W,Consumer Behavior,263A,MGMT,Management
5043,725792219,"{""Not scheduled""}","{""""}","{""""}","{""Roy, A.""}",20W,Field Projects,496,URBN PL,Urban Planning
3070,756783200,{Varies},"{""""}","{""""}","{""Karvonides, C.""}",20W,Graduate Design Portfolio Project: Costume Design,475C,THEATER,Theater
1935690,196889205,{Varies},"{""""}","{""""}","{""Goyal, Y.""}",20W,Honors Research in English,198B,ENGL,English
2179082,269895203,{Varies},"{""""}","{""""}","{""Weidhaas, J.B.""}",20W,"Directed Research in Molecular, Cell, and Developmental Biology",199A,MCD BIO,"Molecular, Cell, and Developmental Biology"
2451,431305200,{TR},{1pm-2:30pm},"{""Schoenberg Music Building B648""}","{""Krouse, I.""}",20W,Special Topics in Counterpoint,104B,MUSC,Music
2492,663608200,{W},{6pm-8:50pm},"{""Physics and Astronomy Building 1749""}","{""Kukuyeva, I.""}",20W,Statistical Computing and Programming,404,STATS,Statistics
3390,747267300,{R},{9am-11:50am},"{""Haines Hall A33""}","{""Rossi, G.""}",20W,Conversation Analysis II,244B,SOCIOL,Sociology
2993,312737200,{TR},{12pm-1:50pm},"{""Rolfe Hall 3135""}","{""Johnson, M.C.""}",20W,Historical Studies in Existentialism: Lecture 1  ,177B,PHILOS,Philosophy
5129,587294220,{TR},{10am-11:50am},"{""Boelter Hall 5264""}","{""Sun, Y.""}",20W,Current Topics in Data Structures: Lecture 2  ,249,COM SCI,Computer Science
4018,262447200,{MWF},{8am-8:50am},"{""Geology Building 6704""}","{""Filipazzi, S.""}",20W,Analysis,131A,MATH,Mathematics
1435,844432201,{T},{3pm-5:50pm},"{""Public Health, School of 61262""}","{""Beltran-Sanchez, H""}",20W,Social Epidemiology,M272,EPIDEM,Epidemiology
1828,638605200,{T},{2pm-4:50pm},"{""Melnitz Hall 2410""}","{""Kelly, R.M."",""Lemon, K.G.""}",20W,Advanced Narrative Directing Workshop,402B,FILM TV,Film and Television
3561,142045200,{MWF},{8am-8:50am},"{""Young Hall CS50""}","{""Pham, H.V.""}",20W,Organic Reactions and Pharmaceuticals,14D,CHEM,Chemistry and Biochemistry
691,215010201,"{MWF,Varies}","{10am-10:50am,""""}","{""Bunche Hall 3123"",""""}","{""Bonazzi, A."",""Tarnawska Senel, M""}",20W,Elementary German,2,GERMAN,German
2113,431130202,{Varies},"{""""}","{""""}","{""Caldwell, W.L.""}",20W,Voice Coaching,61B,MUSC,Music
2012,628420202,{W},{1:30pm-5pm},"{""Education and Information Studies Building 121""}","{""Posner, M.""}",20W,Systems and Infrastructures,270,INF STD,Information Studies
2365593,141870202,{Varies},"{""""}","{""""}","{""Reas, C.""}",20W,Community or Corporate Internships in Design | Media Arts,195A,DESMA,Design / Media Arts
1604,652790200,{W},{4pm-5:50pm},"{""Public Affairs Building 2250""}","{""Kennison, R.L."",""O'Leary, E.S."",""Dias Barros Medeir""}",20W,Preparation for College-Level Teaching in Life Sciences,495,LIFESCI,Life Sciences
3064,750540200,{W},{3pm-5:50pm},"{""Rolfe Hall 1301""}","{""Passos, J.L.""}",20W,Special Topics: Latin American Essay,290,PORTGSE,Portuguese
1805,356472200,{MW},{1:30pm-2:50pm},"{""Macgowan Hall 1350""}","{""Monaghan, E.J.""}",20W,"Physical Awareness and Combat for Theater, Film, and Television",125B,THEATER,Theater
3176,662563200,{F},{2pm-3:30pm},"{""Mathematical Sciences 6221""}","{""Neeman, I.""}",20W,Research Seminar: Logic,296D,MATH,Mathematics
2881,262381200,{MWF},{12pm-12:50pm},"{""Mathematical Sciences 5137""}","{""Moschovakis, Y.N.""}",20W,Introduction to Set Theory,M114S,MATH,Mathematics
2703,302876201,{Varies},"{""""}","{""""}","{""Heilemann, M.V.""}",20W,Research Apprenticeship in Nursing,196,NURSING,Nursing
783,187576200,{MW},{4pm-5:50pm},"{""Young Hall CS50""}","{""Sankararaman, S.""}",20W,Introduction to Machine Learning,M146,COM SCI,Computer Science
424,431820200,{T},{3pm-4:50pm},"{""Schoenberg Music Building 1345""}","{""Mckeown, K.O."",""Doyon, D."",""Kim, J.""}",20W,Symphonic Band,185F,MUSC,Music
109,111875201,{Varies},"{""""}","{""""}","{""Boum, A."",""Netwig, J.C.""}",20W,Community and Corporate Internships in Anthropology,195CE,ANTHRO,Anthropology
4551,528577230,"{""Not scheduled""}","{""""}","{""""}","{""Yeh, P.J.""}",20W,Seminar: Ecology and Evolutionary Biology,296,EE BIOL,Ecology and Evolutionary Biology
4002,514556208,{W},{9am-11:50am},"{""Off campus""}","{""Ennemoser, B.""}",20W,Special Topics in Architecture and Urban Design,289,ARCH&UD,Architecture and Urban Design
3090597,142876216,{Varies},"{""""}","{""""}","{""Bowie, J.U.""}",20W,Research Apprenticeship in Chemistry and Biochemistry,196A,CHEM,Chemistry and Biochemistry
2062,381876202,{Varies},"{""""}","{""""}","{""Shapiro, N.E.""}",20W,Research Apprenticeship in Society and Genetics,196,SOC GEN,Society and Genetics
2375285,381876204,{Varies},"{""""}","{""""}","{""Jacob, E.""}",20W,Research Apprenticeship in Society and Genetics,196,SOC GEN,Society and Genetics
1244,430019205,"{F,W}","{1pm-2:50pm,1pm-2:50pm}","{""Schoenberg Music Building B431"",""Schoenberg Music Building 1354""}","{""Beken, M.N."",""Li, E.Z.""}",20W,Introduction to Musicianship,M6B,ETHNMUS,Ethnomusicology
3349,349848200,{W},{2pm-4:50pm},"{""Public Affairs Building 1264""}","{""Cortinez, V.""}",20W,Variable Topics in Spanish: Studies in Hispanic Culture and Civilization: Jorge Luis Borges,191B,SPAN,Spanish
3792708,142268204,{Varies},"{""""}","{""""}","{""Castillo Rodriguez""}",20W,Honors Contracts,89HC,CHEM,Chemistry and Biochemistry
2442,443750203,{T},{4pm-5:50pm},"{""Schoenberg Music Building 1440""}","{""Cameron, C.""}",20W,Jazz Combo,175,GJ STDS,Global Jazz Studies
147,221867200,{Varies},"{""""}","{""""}","{""Withers, A.B."",""Hirano, K.""}",20W,Community and Corporate Internships in History,195CE,HIST,History
4476,728134200,{R},{8:30am-11:20am},"{""Entrepreneurs Hall C303""}","{""Devoe, S.E.""}",20W,Foundations of Organizational Behavior,M222E,PSYCH,Psychology
2535219,119882203,{Varies},"{""""}","{""""}","{""Jugdeo, V.""}",20W,Individual Studies in Art,197,ART,Art
3128,262206210,{MWF},{11am-11:50am},"{""Rolfe Hall 1200""}","{""Gong, S.""}",20W,Calculus of Several Variables,32A,MATH,Mathematics
626,769576200,{F},{3pm-3:50pm},"{""Kaufman Hall 136""}","{""Srivastava, S.""}",20W,Research Seminar,298H,CH ENGR,Chemical Engineering
985,173177200,{TR},{3pm-4:50pm},"{""Kaufman Hall 208""}","{""Lopez, J.G.""}",20W,Intermediate Hip-Hop Dance: Studio 1  ,59,DANCE,Dance
2263555,328878210,{Varies},"{""""}","{""""}","{""Gao, T.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
3236452,111867201,{Varies},"{""""}","{""""}","{""Hauser, B.A.""}",20W,Honors Contracts,189HC,ANTHRO,Anthropology
299,406151200,{MW},{2pm-3:15pm},"{""Rolfe Hall 1200""}","{""Bakhos, C.A.""}",20W,"Origins of Judaism, Christianity, and Islam",M50B,M E STD,Middle Eastern Studies
2303,253351200,{MW},{2pm-3:50pm},"{""Bunche Hall 2178""}","{""Jun, S.""}",20W,Experimental Phonetics,104,LING,Linguistics
633,411048200,{TR},{9:30am-10:45am},"{""Renee and David Kaplan Hall A65""}","{""Schopf, J.W.""}",20W,Major Events in History of Life,16,EPS SCI,"Earth, Planetary, and Space Sciences"
2086,022894234,{Varies},"{""""}","{""""}","{""Sheppard, E.S.""}",20W,Directed Individual Research in Global Studies,199A,GLBL ST,Global Studies
4168,677576283,"{""Not scheduled""}","{""""}","{""""}","{""Reue, K.""}",20W,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
48439,022894235,{Varies},"{""""}","{""""}","{""Rigby, D.L.""}",20W,Directed Individual Research in Global Studies,199A,GLBL ST,Global Studies
2975,405625200,{TR},{3:30pm-4:45pm},"{""Fowler Museum at UCLA A139""}","{""Levine, N.""}",20W,"Marriage, Family, and Kinship",M154P,GENDER,Gender Studies
4025,839576218,{Varies},"{""""}","{""""}","{""He, L.""}",20W,Seminar: Research Topics in Electrical Engineering,296,EC ENGR,Electrical and Computer Engineering
1298,535510200,{TR},{3pm-4:50pm},"{""Public Health, School of 71257""}","{""Telesca, D.""}",20W,Advanced Topics: Recent Developments,285,BIOSTAT,Biostatistics
4469,595576205,{Varies},"{""""}","{""""}","{""Dunn, B.S.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
2806921,328878222,{Varies},"{""""}","{""""}","{""Stigler, J.W.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
2194,430172200,{TR},{9am-10:50am},"{""Schoenberg Music Building 1100""}","{""de Castro, P.J.""}",20W,Jazz in American Culture: 1940s to Present,M50B,ETHNMUS,Ethnomusicology
4799,191522202,{F},{1pm-4:50pm},"{""Engineering V 1010""}","{""Pozuelo, M."",""Liu, Z.""}",20W,Diffusion and Diffusion-Controlled Reactions Laboratory,131L,MAT SCI,Materials Science and Engineering
5472,809091201,{W},{9am-11:50am},"{""Public Health, School of 61262""}","{""Inkelas, M.""}",20W,Applied Methods for Improvement/Implementation Science,215B,HLT POL,Health Policy and Management
2576092,298887215,{Varies},"{""""}","{""""}","{""Spigelman, I.""}",20W,Honors Research in Neuroscience,198A,NEUROSC,Neuroscience
2250,547568222,{Varies},"{""""}","{""""}","{""Zhang, J.""}",20W,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
4814,628487201,{W},{1:30pm-5pm},"{""Education and Information Studies Building 111""}","{""Vancour, S.G.""}",20W,Historical Methodology of Information Studies,281,INF STD,Information Studies
1844,287324201,"{MW,F}","{11am-12:50pm,11am-12:50pm}","{""Physics and Astronomy Building 2748"",""La Kretz Hall 101""}","{""Courtney, M.M."",""Hamza, A.T.""}",20W,Intermediate Standard Arabic,102B,ARABIC,Arabic
2461,702176203,{T},{9am-11:50am},"{""""}","{""Lazar, J."",""Stuber, M.L.""}",20W,System-Based Healthcare III,229C,NURSING,Nursing
2444,573682206,"{""Not scheduled""}","{""""}","{""""}","{""Rousseve, D.J.""}",20W,Dance Production Practicum,441,DANCE,Dance
2780465,298887217,{Varies},"{""""}","{""""}","{""Paul, K.N.""}",20W,Honors Research in Neuroscience,198A,NEUROSC,Neuroscience
3212075,298887219,{Varies},"{""""}","{""""}","{""Dapretto, M.""}",20W,Honors Research in Neuroscience,198A,NEUROSC,Neuroscience
2792224,298887218,{Varies},"{""""}","{""""}","{""Harris, N.G.""}",20W,Honors Research in Neuroscience,198A,NEUROSC,Neuroscience
2708,443219200,{Varies},"{""""}","{""""}","{""Ford, J.""}",20W,Instruction in Jazz Performance: Trumpet,71G,GJ STDS,Global Jazz Studies
5154,839576248,{Varies},"{""""}","{""""}","{""Wang, Y.""}",20W,Seminar: Research Topics in Electrical Engineering,296,EC ENGR,Electrical and Computer Engineering
1203,228030201,{R},{9am-12:30pm},"{""Education and Information Studies Building 111""}","{""Noble, S.U."",""Polack, P.J.""}",20W,Information and Power,10,INF STD,Information Studies
2314,111303100,{MW},{2pm-3:15pm},"{""Renee and David Kaplan Hall 135""}","{""Stewart, C.W.""}",20W,History of Anthropology,100,ANTHRO,Anthropology
315,260491200,{TR},{11am-12:15pm},"{""Dodd Hall 78""}","{""Borman, C.J.""}",20W,Intermediate Financial Accounting I,120A,MGMT,Management
2931,443724200,{Varies},"{""""}","{""""}","{""Almario, J.""}",20W,Instruction in Advanced Jazz Performance: Saxophone,171D,GJ STDS,Global Jazz Studies
2234,293602200,{TR},{12:30pm-1:45pm},"{""Dodd Hall 162""}","{""Smoak, J.D.""}",20W,Hebrew Literature in English: Literary Traditions of Ancient Israel--Bible and Apocrypha,M150A,JEWISH,Jewish Studies
5471,387570200,{MW},{8am-9:50am},"{""La Kretz Hall 120""}","{""Chandler, S.H.""}",20W,Neural Mechanisms Controlling Movement,M145,PHYSCI,Physiological Science
1155,238511200,{M},{3pm-5:50pm},"{""Melnitz Hall 2471""}","{""Young, K.T.""}",20W,Advanced Screenwriting Workshop,135B,FILM TV,Film and Television
5196,587581249,"{""Not scheduled""}","{""""}","{""""}","{""Tamir, Y.""}",20W,Research Seminar: Computer Science,298,COM SCI,Computer Science
1801,221068200,{MW},{9:30am-10:45am},"{""Rolfe Hall 1200""}","{""Aron, S.A.""}",20W,History of the U.S. and Its Colonial Origins: 19th Century,13B,HIST,History
4719,253745200,{TR},{3:30pm-4:45pm},"{""Rolfe Hall 2118""}","{""Iwasaki, S.""}",20W,Structure of Japanese,M176B,LING,Linguistics
4364,111477200,{TR},{12:30pm-1:45pm},"{""Fowler Museum at UCLA A103B""}","{""Bigham, A.W.""}",20W,"Selected Topics in Biological Anthropology: Genes, Disease, and Culture",129,ANTHRO,Anthropology
3076856,324890208,{Varies},"{""""}","{""""}","{""Barreto, M.A.""}",20W,Honors Research in Political Science,198,POL SCI,Political Science
3048,839185280,{Varies},"{""""}",{Online},"{""Rubin, I."",""Sunyoto, Y.""}",20W,Queueing Systems and Intelligent Transportation Networks,232B,EC ENGR,Electrical and Computer Engineering
1576,287324200,{MWF},{8am-9:50am},"{""Public Affairs Building 1343""}","{""Hamza, A.T.""}",20W,Intermediate Standard Arabic,102B,ARABIC,Arabic
4584,595576227,{Varies},"{""""}","{""""}","{""Yang, J.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
3665,595576223,{Varies},"{""""}","{""""}","{""Wang, K.L.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
1277670,145876220,{Varies},"{""""}","{""""}","{""Miceli, M.C.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
4119,519386201,{Varies},"{""""}","{""""}","{""Bolande, J.""}",20W,Graduate New Genres,275,ART,Art
2218862,145876222,{Varies},"{""""}","{""""}","{""Li, M.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
5439,728700200,{Varies},"{""""}","{""""}","{""Yee-Bradbury, C.M.""}",20W,Internship in Clinical Psychology,451,PSYCH,Psychology
784,118889202,{Varies},"{""""}","{""""}","{""Cooney, K.M.""}",20W,Honors Research in Art History,198B,ART HIS,Art History
2002,328319200,{MW},{2pm-3:15pm},"{""Dodd Hall 167""}","{""Buonomano, D.""}",20W,Brain Bugs: Understanding Brain through Its Flaws,119J,PSYCH,Psychology
1327,725114200,{W},{2pm-4:50pm},"{""Public Affairs Building 4320B""}","{""Goh, K.""}",20W,Special Topics in Built Environment: Designing Urban Climate Change Adaptation,219,URBN PL,Urban Planning
2866,260605202,{R},{1pm-3:50pm},"{""Cornell Hall D307""}","{""Wilson, N.M.""}",20W,Entrepreneurship and Venture Initiation,160,MGMT,Management
385,650570200,{Varies},"{""""}","{""""}","{""Kasko, A.M.""}",20W,Seminar: Research Topics in Bioengineering--Biomaterial Research,295A,BIOENGR,Bioengineering
2182,328877202,{Varies},"{""""}","{""""}","{""Eisenberger, N.I.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
3160,725121200,{TR},{11am-12:15pm},"{""Public Affairs Building 2355""}","{""Lens, M.C."",""Fagan, C.C."",""Kuai, Y.""}",20W,Quantitative Analysis in Urban Planning II,220B,URBN PL,Urban Planning
1445,518001200,{M},{2pm-4:50pm},"{""Dodd Hall 275""}","{""Wilson, B.""}",20W,Art Historical Theories and Methodologies,200,ART HIS,Art History
4680,756739204,{Varies},"{""""}","{""""}","{""Cho, M.A.""}",20W,"Production Practice in Theater, Film, Video, and Digital Media",472,THEATER,Theater
2252,438001207,{TR},{12pm-1:50pm},"{""Rolfe Hall 3108""}","{""Kochian, J.""}",20W,Principles of Oral Communication,1,COMM,Communication
416,657495211,"{""Not scheduled""}","{""""}","{""""}","{""Lippit, S.M.""}",20W,Independent Study,299,ASIAN,Asian
917,327120200,{MW},{12:30pm-1:45pm},"{""Renee and David Kaplan Hall 135""}","{""Vroon, R.W.""}",20W,Christianities East and West,M40,RELIGN,"Religion, Study of"
4196,756739203,{Varies},"{""""}","{""""}","{""Barreto, R.M.""}",20W,"Production Practice in Theater, Film, Video, and Digital Media",472,THEATER,Theater
3684,587581257,"{""Not scheduled""}","{""""}","{""""}","{""Zhang, L.""}",20W,Research Seminar: Computer Science,298,COM SCI,Computer Science
1849,430706201,"{M,W}","{6pm-6:50pm,5pm-6:50pm}","{""Schoenberg Music Building 1818"",""Schoenberg Music Building 1818""}","{""Neuman, R.D.""}",20W,Advanced World Music Specializations: Music of India--Ensemble,168F,ETHNMUS,Ethnomusicology
5051,839576251,{Varies},"{""""}","{""""}","{""Wong, C.""}",20W,Seminar: Research Topics in Electrical Engineering,296,EC ENGR,Electrical and Computer Engineering
3547539,145876226,{Varies},"{""""}","{""""}","{""Kitchen, S.G.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
48671,677576322,"{""Not scheduled""}","{""""}","{""""}","{""Divakaruni, A.S.""}",20W,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
2138,438001209,{TR},{4pm-5:50pm},"{""Rolfe Hall 3135""}","{""Feramisco, C.""}",20W,Principles of Oral Communication,1,COMM,Communication
1448,660341200,{R},{1pm-3:50pm},"{""Gold Hall B301""}","{""Terech, A.""}",20W,Marketing Strategy and Planning,260B,MGMT,Management
4492,356412200,{F},{9am-12:50pm},"{""Macgowan Hall 1350""}","{""O'Connor, T.K.""}",20W,Topics in Physical Performance: Aikido and Performer,117,THEATER,Theater
603,650573200,{Varies},"{""""}","{""""}","{""Schmidt, J.J.""}",20W,Seminar: Research Topics in Bioengineering--Hybrid Device Research,295D,BIOENGR,Bioengineering
1547,349075201,{MW},{9:30am-10:45am},"{""Public Affairs Building 1323""}","{""Tobin, S.C."",""Guerrero, A.""}",20W,Advanced Spanish Composition,25,SPAN,Spanish
1470,229889208,{Varies},"{""""}","{""""}","{""Torres, C.A.""}",20W,Honors Research in International Development Studies,198B,INTL DV,International Development Studies
871,114542200,{MW},{10am-11:50am},"{""Perloff Hall 1118A""}","{""Sharif, M."",""Taylor, N.""}",20W,Technology II: Building Materials and Methods,142,ARCH&UD,Architecture and Urban Design
2932,650574200,{Varies},"{""""}","{""""}","{""Kamei, D.T.""}",20W,Seminar: Research Topics in Bioengineering--Molecular Cell Bioengineering Research,295E,BIOENGR,Bioengineering
2646965,328896211,{Varies},"{""""}","{""""}","{""Galvan, A.""}",20W,Senior Project in Psychology,199B,PSYCH,Psychology
4236,269861205,"{""Not scheduled""}","{""""}","{""""}","{""Clark, A.T.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
2084,286361200,{TR},{2pm-3:15pm},"{""Royce Hall 362""}","{""Mousavi, S.""}",20W,Iranian Civilization: History of Arsacid (Parthian) Empire,M110B,AN N EA,Ancient Near East
3381,769573200,{F},{8am-9:50am},"{""Bunche Hall 1265""}","{""Simonetti, D.A.""}",20W,Research Seminar,298D,CH ENGR,Chemical Engineering
3114,402540200,{MW},{2pm-3:15pm},"{""Haines Hall A44""}","{""Macfadyen, D.W.""}",20W,Coding for Humanities: Seminar 1  ,140,DGT HUM,Digital Humanities
647,144762200,{TR},{5pm-6:50pm},"{""Public Affairs Building 2355""}","{""Torres-Gil, F.M."",""Garcia, S.""}",20W,Latino Social Policy,CM177,CHICANO,Chicana and Chicano Studies
2777,147717200,{TR},{6pm-7:50pm},"{""Boelter Hall 2760""}","{""Cotugno, P.E.""}",20W,Introduction to Construction Management,170,C&EE,Civil and Environmental Engineering
693,027016200,{TR},{12:30pm-1:45pm},"{""Dodd Hall 175""}","{""Fluitt, A.H."",""Clark, I.E.""}",20W,Biomedical Research: Concepts and Strategies,5HA,BMD RES,Biomedical Research
